Ano,Mês,Processo,AnoDoProcesso,Tipo_PF_PJ,CPF_CNPJ,Substância,UF,CodigoMunicipio,Município,QuantidadeComercializada,UnidadeDeMedida,ValorRecolhido,DataCriacao
2016,9,803026.0,1999.0,PJ,02746671000121,QUARTZITO,PI,2202604,CASTELO DO PIAUÍ,"8,422",m3 ,"17,32",2016-09-26 16:07:00
2016,9,803108.0,2002.0,PJ,02746671000121,QUARTZITO,PI,2202604,CASTELO DO PIAUÍ,"9,844",m3 ,"17,32",2016-09-26 16:10:00
2016,9,803086.0,1997.0,PJ,02746671000121,QUARTZITO,PI,2202604,CASTELO DO PIAUÍ,"9,844",m3 ,"17,32",2016-09-26 15:01:00
2016,9,803083.0,1997.0,PJ,02746671000121,QUARTZITO,PI,2202604,CASTELO DO PIAUÍ,"147,688",m3 ,"259,75",2016-09-26 12:42:00
2016,9,803085.0,1997.0,PJ,02746671000121,QUARTZITO,PI,2202604,CASTELO DO PIAUÍ,"157,522",m3 ,"277,06",2016-09-26 14:34:00
2016,9,803087.0,1997.0,PJ,02746671000121,QUARTZITO,PI,2202604,CASTELO DO PIAUÍ,"147,688",m3 ,"259,75",2016-09-26 15:07:00
2016,9,803048.0,1998.0,PJ,02786494000107,BASALTO,PI,2205581,LAGOA DO PIAUÍ,"7299,5",m3 ,"6855,09",2016-09-20 09:50:00
2016,9,803132.0,2014.0,PJ,02786494000107,DIABÁSIO,PI,2205581,LAGOA DO PIAUÍ,8177,m3 ,"8897,47",2016-09-20 09:53:00
2016,9,803490.0,2010.0,PJ,03382893000175,ARGILA,PI,2206209,MIGUEL ALVES,"1404,48",t  ,"241,21",2016-09-26 08:19:00
2016,9,800013.0,1992.0,PJ,05802590000190,GRANITO P/ BRITA,PI,2202000,BURITI DOS LOPES,"5468,12",m3 ,"5700,76",2016-09-06 15:52:00
2016,9,803253.0,2013.0,PJ,07258122000121,ARGILA,PI,2202000,BURITI DOS LOPES,"1937,44",t  ,"272,1",2016-09-08 17:10:00
2016,9,903489.0,2009.0,PJ,07258122000121,ARGILA,PI,2202208,CAMPO MAIOR,0,t  ,"582,9",2015-03-10 09:41:00
2016,9,803007.0,2007.0,PJ,07258122000121,ARGILA,PI,2202208,CAMPO MAIOR,"2254,5",t  ,"321,26",2016-09-08 17:07:00
2016,9,803505.0,2011.0,PJ,07258122000121,ARGILA,PI,2202208,CAMPO MAIOR,"1164,24",t  ,"200,98",2016-09-08 17:08:00
2016,9,803331.0,2013.0,PJ,07286238000174,AREIA,PI,2211001,TERESINA,"739,719",m3 ,"430,47",2016-09-27 14:37:00
2016,9,803073.0,1997.0,PJ,08673030000170,CALCÁRIO,PI,2200806,ANTÔNIO ALMEIDA,"33733,25",t  ,"39652,41",2016-09-09 15:34:00
2016,9,803378.0,2011.0,PJ,08714100000191,ARGILA,PI,2205102,ITAUEIRA,"614,2",t  ,"159,69",2016-09-09 12:45:00
2016,9,803378.0,2011.0,PJ,08714100000191,ARGILA,PI,2205102,ITAUEIRA,"488,9",t  ,"127,68",2016-09-09 12:42:00
2016,9,803110.0,2015.0,PJ,10725911000130,AREIA,PI,2211001,TERESINA,"117,5",m3 ,"69,46",2016-09-29 08:54:00
2016,9,803448.0,2010.0,PJ,10922751000119,CASCALHO,PI,2211001,TERESINA,"5352,5",m3 ,"1321,92",2016-09-30 08:07:00
2016,9,803003.0,1998.0,PJ,17015050000145,DIABÁSIO,PI,2206407,MONSENHOR GIL,4082,m3 ,"4026,11",2016-09-15 15:20:00
2016,9,803025.0,2014.0,PJ,19067774000168,ARGILA,PI,2202059,CABECEIRAS DO PIAUÍ,138,t  ,"292,83",2016-09-19 13:39:00
2016,9,803009.0,2015.0,PJ,20033038000178,ARENITO,PI,2202000,BURITI DOS LOPES,"46,8",t  ,"13,79",2016-09-13 08:03:00
2016,9,803007.0,2015.0,PJ,20033038000178,LATERITA,PI,2202000,BURITI DOS LOPES,"1574,3",t  ,"463,86",2016-09-13 07:56:00
2016,9,803007.0,2015.0,PJ,20033038000178,LATERITA,PI,2202000,BURITI DOS LOPES,"267,8",t  ,"1,97",2016-09-13 08:00:00
2016,9,803028.0,2007.0,PJ,63517098000179,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,"2539,1",t  ,"2809,32",2016-09-15 02:34:00
2016,9,803028.0,2007.0,PJ,63517098000179,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,"2539,1",t  ,"2809,32",2016-09-15 02:34:00
2016,9,803028.0,2007.0,PJ,63517098000179,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,"2539,1",t  ,"2832,36",2016-09-15 02:34:00
2016,9,803028.0,2007.0,PJ,63517098000179,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,"2539,1",t  ,"2832,36",2016-09-15 02:34:00
2016,9,803027.0,2007.0,PJ,63517098000179,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,"2386,24",t  ,"2712,94",2016-09-15 02:30:00
2016,9,803061.0,2002.0,PJ,63517098000179,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,"3424,19",t  ,"3882,84",2016-09-15 02:26:00
2016,9,903382.0,2012.0,PJ,63517098000179,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,0,t  ,"1524,05",2016-09-09 00:00:00
2016,10,903285.0,2014.0,PJ,01493256000140,ARDÓSIA,PI,2205516,JUAZEIRO DO PIAUÍ,0,m2 ,"601,72",2014-10-14 14:15:00
2016,10,903223.0,2010.0,PJ,04779082000175,ÁGUA MINERAL,PI,2211001,TERESINA,0,l  ,"2818,65",2012-11-27 15:20:00
2016,10,903103.0,2016.0,PJ,18978950000150,AREIA,PI,2211001,TERESINA,0,m3 ,"328,42",2016-06-07 09:00:00
2016,10,903490.0,2009.0,PJ,69627727000108,DIABÁSIO,PI,2206407,MONSENHOR GIL,0,m3 ,"2154,58",2012-10-02 08:55:00
2016,10,903484.0,2009.0,PJ,69627727000108,DIABÁSIO P/ BRITA,PI,2211001,TERESINA,0,m3 ,"540,17",2012-10-02 08:52:00
2016,10,903176.0,2014.0,PF,***244564**,AREIA,PI,2211001,TERESINA,0,m3 ,"1412,52",2014-08-22 00:00:00
2016,10,903177.0,2014.0,PJ,01088427000156,SAIBRO,PI,2211001,TERESINA,0,m3 ,"765,15",2014-08-22 00:00:00
2016,10,903491.0,2009.0,PJ,06853527000145,ARGILA,PI,2211001,TERESINA,0,t  ,"3730,04",2016-07-12 16:29:00
2016,10,903267.0,2010.0,PJ,00618466000155,CALCÁRIO DOLOMÍTICO,PI,2209203,SANTA FILOMENA,0,t  ,"788,79",2014-05-07 00:00:00
2016,10,803467.0,2012.0,PJ,12103445000186,DIABÁSIO,PI,2211001,TERESINA,1876,m3 ,"2096,54",2016-10-06 14:46:00
2016,10,903265.0,2010.0,PJ,03382893000175,ARGILA,PI,2206209,MIGUEL ALVES,0,t  ,"746,48",2015-05-18 08:56:00
2016,10,903300.0,2014.0,PJ,04237157000196,ÁGUA MINERAL,PI,2211001,TERESINA,0,l  ,"7642,88",2014-11-18 12:30:00
2016,10,903002.0,2015.0,PJ,04779082000175,ÁGUA MINERAL,PI,2211001,TERESINA,0,l  ,"4757,14",2015-02-03 17:31:00
2016,10,903479.0,2009.0,PJ,06524540000150,SEIXOS,PI,2211001,TERESINA,0,m3 ,"1320,25",2016-01-13 00:00:00
2016,10,803275.0,2010.0,PF,***924831**,AREIA,PI,2203107,CRISTINO CASTRO,"3175,5",m3 ,"2021,62",2016-10-17 13:26:00
2016,10,803275.0,2010.0,PF,***924831**,CASCALHO,PI,2203107,CRISTINO CASTRO,496,m3 ,"808,37",2016-10-17 13:23:00
2016,10,803275.0,2010.0,PF,***924831**,CASCALHO,PI,2203107,CRISTINO CASTRO,64,m3 ,"82,11",2016-10-17 13:21:00
2016,10,903309.0,2013.0,PJ,05802590000190,GRANITO P/ BRITA,PI,2202000,BURITI DOS LOPES,0,m3 ,"2068,17",2015-05-12 00:00:00
2016,10,803459.0,2012.0,PJ,09462205000163,DIABÁSIO,PI,2208304,PIRACURUCA,"792,1",m3 ,"544,73",2016-10-18 10:13:00
2016,10,803087.0,2014.0,PJ,10865900000155,GRANITO,PI,2204154,FRANCISCO MACEDO,"2396,69",m3 ,"1438,01",2016-10-17 16:59:00
2016,10,903145.0,2015.0,PJ,12172409000174,ÁGUA MINERAL,PI,2203404,DOM EXPEDITO LOPES,0,l  ,"2801,09",2015-05-25 11:26:00
2016,10,903260.0,2010.0,PJ,69627727000108,DIABÁSIO,PI,2206407,MONSENHOR GIL,0,m3 ,"8691,42",2013-05-23 10:41:00
2016,10,903234.0,2010.0,PJ,69627727000108,DIABÁSIO P/ BRITA,PI,2211001,TERESINA,0,m3 ,"1896,82",2013-05-23 10:42:00
2016,10,903221.0,2010.0,PJ,04237157000196,ÁGUA MINERAL,PI,2211001,TERESINA,0,l  ,"2020,14",2013-09-24 16:32:00
2016,10,803264.0,2014.0,PJ,10241952000150,AREIA,PI,2211001,TERESINA,260,m3 ,"100,23",2016-10-13 15:31:00
2016,10,803204.0,2013.0,PJ,11615978000184,ARGILA,PI,2211001,TERESINA,"167,8",t  ,"102,01",2016-10-01 07:44:00
2016,10,903140.0,2013.0,PJ,41267949000130,SAIBRO,PI,2211001,TERESINA,0,m3 ,"1751,17",2013-04-30 08:58:00
2016,10,903323.0,2013.0,PJ,09588906000143,DIABÁSIO P/ BRITA,PI,2200608,ANGICAL DO PIAUÍ,0,m3 ,"412,62",2013-09-27 11:16:00
2016,10,903313.0,2013.0,PJ,09588906000143,SAIBRO,PI,2211001,TERESINA,0,m3 ,"412,7",2013-09-27 11:00:00
2016,10,903320.0,2013.0,PJ,09588906000143,SEIXOS,PI,2211001,TERESINA,0,m3 ,"1225,81",2013-09-27 11:12:00
2016,10,803114.0,2011.0,PF,***096549**,AREIA,PI,2205805,LUZILÂNDIA,311,m3 ,"63,62",2016-10-18 10:10:00
2016,10,803486.0,2011.0,PJ,41267949000130,AREIA,PI,2211001,TERESINA,565,m3 ,"323,65",2016-10-18 16:38:00
2016,10,903490.0,2009.0,PJ,69627727000108,DIABÁSIO,PI,2206407,MONSENHOR GIL,0,m3 ,"2110,91",2012-10-02 08:55:00
2016,10,903484.0,2009.0,PJ,69627727000108,DIABÁSIO P/ BRITA,PI,2211001,TERESINA,0,m3 ,"529,22",2012-10-02 08:52:00
2016,10,803287.0,2013.0,PJ,00563947000100,ARGILA,PI,2211001,TERESINA,125,t  ,"61,56",2016-10-26 16:13:00
2016,10,803213.0,2014.0,PJ,00563947000100,CASCALHO,PI,2211001,TERESINA,1040,m3 ,"98,5",2016-10-26 16:19:00
2016,10,803594.0,2012.0,PJ,00563947000100,SAIBRO,PI,2211001,TERESINA,1450,m3 ,"137,33",2016-10-26 16:18:00
2016,10,803048.0,1998.0,PJ,02786494000107,BASALTO,PI,2205581,LAGOA DO PIAUÍ,6042,m3 ,"6099,01",2016-10-20 09:24:00
2016,10,803132.0,2014.0,PJ,02786494000107,DIABÁSIO,PI,2205581,LAGOA DO PIAUÍ,10927,m3 ,"12265,8",2016-10-20 09:26:00
2016,10,903182.0,2016.0,PJ,08443066000168,CALCÁRIO DOLOMÍTICO,PI,2205508,JOSÉ DE FREITAS,0,t  ,"962,56",2016-10-26 11:17:00
2016,10,803073.0,1997.0,PJ,08673030000170,CALCÁRIO,PI,2200806,ANTÔNIO ALMEIDA,"31256,94",t  ,"36963,92",2016-10-07 10:39:00
2016,10,800040.0,1989.0,PJ,12172409000174,ÁGUA MINERAL,PI,2203404,DOM EXPEDITO LOPES,"724,873",l  ,"2631,63",2016-10-27 14:20:00
2016,10,803003.0,1998.0,PJ,17015050000145,DIABÁSIO,PI,2206407,MONSENHOR GIL,"4716,01",m3 ,"4521,16",2016-10-14 08:45:00
2016,10,803009.0,2015.0,PJ,20033038000178,ARENITO,PI,2202000,BURITI DOS LOPES,"23,4",t  ,"6,89",2016-10-13 08:07:00
2016,10,803007.0,2015.0,PJ,20033038000178,LATERITA,PI,2202000,BURITI DOS LOPES,"184,6",t  ,"54,39",2016-10-13 07:51:00
2016,10,803008.0,2015.0,PJ,20033038000178,LATERITA,PI,2202000,BURITI DOS LOPES,"1787,5",t  ,"526,68",2016-10-13 08:02:00
2016,10,803275.0,2010.0,PF,***924831**,AREIA,PI,2203107,CRISTINO CASTRO,356,m3 ,"178,41",2016-10-17 13:20:00
2016,10,803275.0,2010.0,PF,***924831**,AREIA,PI,2203107,CRISTINO CASTRO,141,m3 ,"70,5",2016-10-12 09:37:00
2016,10,803275.0,2010.0,PF,***924831**,CASCALHO,PI,2203107,CRISTINO CASTRO,37,m3 ,"47,36",2016-10-12 09:38:00
2016,10,803017.0,1997.0,PJ,01604657000120,ARGILA,PI,2202208,CAMPO MAIOR,"1405,32",t  ,"196,75",2016-10-08 10:18:00
2016,10,803151.0,2011.0,PJ,01738626000162,DIABÁSIO,PI,2208007,PICOS,1021,m3 ,"2656,49",2016-10-21 13:01:00
2016,10,803086.0,1997.0,PJ,02746671000121,QUARTZITO,PI,2202604,CASTELO DO PIAUÍ,"12,655",m3 ,"22,19",2016-10-31 10:52:00
2016,10,803087.0,1997.0,PJ,02746671000121,QUARTZITO,PI,2202604,CASTELO DO PIAUÍ,"189,766",m3 ,"332,91",2016-10-31 10:55:00
2016,10,803085.0,1997.0,PJ,02746671000121,QUARTZITO,PI,2202604,CASTELO DO PIAUÍ,"202,422",m3 ,"355,11",2016-10-31 10:48:00
2016,10,803083.0,1997.0,PJ,02746671000121,QUARTZITO,PI,2202604,CASTELO DO PIAUÍ,"189,766",m3 ,"332,91",2016-10-31 10:45:00
2016,10,803108.0,2002.0,PJ,02746671000121,QUARTZITO,PI,2202604,CASTELO DO PIAUÍ,"12,655",m3 ,"22,19",2016-10-31 11:03:00
2016,10,803026.0,1999.0,PJ,02746671000121,QUARTZITO,PI,2202604,CASTELO DO PIAUÍ,"12,655",m3 ,"22,19",2016-10-31 11:01:00
2016,10,803088.0,1997.0,PJ,02746671000121,QUARTZITO,PI,2202604,CASTELO DO PIAUÍ,"12,655",m3 ,"22,19",2016-10-31 10:59:00
2016,10,803490.0,2010.0,PJ,03382893000175,ARGILA,PI,2206209,MIGUEL ALVES,"1368,04",t  ,"240,49",2016-10-20 08:31:00
2016,10,803087.0,2002.0,PJ,04642565000123,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,112,t  ,"121,52",2016-10-30 22:47:00
2016,10,803088.0,2002.0,PJ,04642565000123,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,78,t  ,"84,72",2016-10-30 22:51:00
2016,10,803082.0,2002.0,PJ,04642565000123,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,71,t  ,"76,95",2016-10-30 22:37:00
2016,10,803086.0,2002.0,PJ,04642565000123,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,180,t  ,"195,74",2016-10-30 22:45:00
2016,10,803085.0,2002.0,PJ,04642565000123,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,205,t  ,"222,74",2016-10-30 22:44:00
2016,10,803083.0,2002.0,PJ,04642565000123,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,86,t  ,"95,26",2016-10-30 22:39:00
2016,10,803080.0,2002.0,PJ,04642565000123,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,92,t  ,"102,01",2016-10-30 22:35:00
2016,10,803081.0,2002.0,PJ,04642565000123,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,63,t  ,"66,84",2016-10-30 22:36:00
2016,10,803079.0,2002.0,PJ,04642565000123,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,79,t  ,"85,86",2016-10-30 22:32:00
2016,10,803084.0,2002.0,PJ,04642565000123,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,61,t  ,"64,97",2016-10-30 22:41:00
2016,10,903002.0,2015.0,PJ,04779082000175,ÁGUA MINERAL,PI,2211001,TERESINA,0,l  ,"4620,33",2015-02-03 17:31:00
2016,10,903223.0,2010.0,PJ,04779082000175,ÁGUA MINERAL,PI,2211001,TERESINA,0,l  ,"2812,13",2012-11-27 15:20:00
2016,10,800013.0,1992.0,PJ,05802590000190,GRANITO P/ BRITA,PI,2202000,BURITI DOS LOPES,"3909,79",m3 ,"3901,47",2016-10-17 17:14:00
2016,10,803253.0,2013.0,PJ,07258122000121,ARGILA,PI,2202000,BURITI DOS LOPES,"1802,33",t  ,"282,02",2016-10-10 16:28:00
2016,10,803505.0,2011.0,PJ,07258122000121,ARGILA,PI,2202208,CAMPO MAIOR,"1146,63",t  ,"194,34",2016-10-13 11:13:00
2016,10,803007.0,2007.0,PJ,07258122000121,ARGILA,PI,2202208,CAMPO MAIOR,"2255,46",t  ,"309,3",2016-10-10 16:31:00
2016,10,903489.0,2009.0,PJ,07258122000121,ARGILA,PI,2202208,CAMPO MAIOR,0,t  ,"588,26",2015-03-10 09:41:00
2016,10,803331.0,2013.0,PJ,07286238000174,AREIA,PI,2211001,TERESINA,645,m3 ,"393,35",2016-10-26 16:15:00
2016,10,803332.0,2013.0,PJ,07286238000174,AREIA,PI,2211001,TERESINA,"227,274",m3 ,"126,2",2016-10-26 15:53:00
2016,10,803333.0,2013.0,PJ,07286238000174,AREIA,PI,2211001,TERESINA,"1848,472",m3 ,"1114,27",2016-10-26 15:52:00
2016,10,803199.0,2012.0,PJ,07286238000174,AREIA,PI,2211001,TERESINA,"273,779",m3 ,"159,45",2016-10-26 15:50:00
2016,10,803073.0,2000.0,PJ,08568537000164,ARGILA,PI,2202133,CAMPO GRANDE DO PIAUÍ,128,t  ,"59,41",2016-10-27 12:50:00
2016,10,803030.0,2016.0,PJ,09100061000103,CASCALHO,PI,2211001,TERESINA,"246,65",m3 ,"188,85",2016-10-31 11:51:00
2016,10,803225.0,2004.0,PJ,09100061000103,SEIXOS,PI,2211001,TERESINA,"4686,35",m3 ,"3588,2",2016-10-31 11:53:00
2016,10,803459.0,2012.0,PJ,09462205000163,DIABÁSIO,PI,2208304,PIRACURUCA,"623,7",m3 ,"749,32",2016-10-17 11:10:00
2016,10,803110.0,2015.0,PJ,10725911000130,AREIA,PI,2211001,TERESINA,164,m3 ,"98,4",2016-10-05 11:42:00
2016,10,803448.0,2010.0,PJ,10922751000119,CASCALHO,PI,2211001,TERESINA,"991,9",m3 ,"1048,42",2016-10-27 17:08:00
2016,10,803103.0,2016.0,PJ,10926330000166,ARGILA,PI,2211001,TERESINA,729,t  ,"175,29",2016-10-31 18:16:00
2016,10,803103.0,2016.0,PJ,10926330000166,ARGILA,PI,2211001,TERESINA,"667,33",t  ,"160,83",2016-10-31 18:22:00
2016,10,803025.0,2014.0,PJ,19067774000168,ARGILA,PI,2202059,CABECEIRAS DO PIAUÍ,143,t  ,"293,53",2016-10-30 15:47:00
2016,10,805369.0,1976.0,PJ,35034537000157,MÁRMORE,PI,2208205,PIO IX,"20,99",m3 ,"307,11",2016-10-28 12:14:00
2016,10,903382.0,2012.0,PJ,63517098000179,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,0,t  ,"1524,05",2016-09-09 00:00:00
2016,10,803061.0,2002.0,PJ,63517098000179,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,"3772,08",t  ,"4085,16",2016-10-07 15:24:00
2016,10,803027.0,2007.0,PJ,63517098000179,CALCÁRIO DOLOMÍTICO,PI,2200806,ANTÔNIO ALMEIDA,2499,t  ,"2605,67",2016-10-07 15:21:00
2016,11,903285.0,2014.0,PJ,01493256000140,ARDÓSIA,PI,2205516,JUAZEIRO DO PIAUÍ,0,m2 ,"606,76",2014-10-14 14:15:00
2016,11,803122.0,2007.0,PJ,07221542000133,ARGILA,PI,2205201,JAICÓS,90,t  ,"178,09",2016-11-04 18:08:00
2016,11,803122.0,2007.0,PJ,07221542000133,ARGILA,PI,2205201,JAICÓS,78,t  ,"154,05",2016-11-04 18:15:00
2016,11,903103.0,2016.0,PJ,18978950000150,AREIA,PI,2211001,TERESINA,0,m3 ,"331,72",2016-06-07 09:00:00
2016,11,803467.0,2012.0,PJ,12103445000186,DIABÁSIO,PI,2211001,TERESINA,1164,m3 ,"1122,22",2016-11-07 12:04:00
2016,11,903491.0,2009.0,PJ,06853527000145,ARGILA,PI,2211001,TERESINA,0,t  ,"3767,94",2016-07-12 16:29:00
2016,11,903267.0,2010.0,PJ,00618466000155,CALCÁRIO DOLOMÍTICO,PI,2209203,SANTA FILOMENA,0,t  ,"795,17",2014-05-07 00:00:00
2016,11,903265.0,2010.0,PJ,03382893000175,ARGILA,PI,2206209,MIGUEL ALVES,0,t  ,"753,07",2015-05-18 08:56:00
2016,11,903479.0,2009.0,PJ,06524540000150,SEIXOS,PI,2211001,TERESINA,0,m3 ,"1332,86",2016-01-13 00:00:00
2016,11,903309.0,2013.0,PJ,05802590000190,GRANITO P/ BRITA,PI,2202000,BURITI DOS LOPES,0,m3 ,"2086,45",2015-05-12 00:00:00
2016,11,803264.0,2014.0,PJ,10241952000150,AREIA,PI,2211001,TERESINA,260,m3 ,"106,06",2016-11-16 09:21:00
2016,11,803264.0,2014.0,PJ,10241952000150,AREIA,PI,2211001,TERESINA,320,m3 ,126,2016-11-16 09:31:00
2016,11,803089.0,2000.0,PJ,01493256000140,ARDÓSIA,PI,2205516,JUAZEIRO DO PIAUÍ,"11012,7",m2 ,"1015,63",2016-11-04 13:23:00
2016,11,903300.0,2014.0,PJ,04237157000196,ÁGUA MINERAL,PI,2211001,TERESINA,0,l  ,"7817,34",2014-11-18 12:30:00
2016,11,903145.0,2015.0,PJ,12172409000174,ÁGUA MINERAL,PI,2203404,DOM EXPEDITO LOPES,0,l  ,"2825,85",2015-05-25 11:26:00
2016,11,803264.0,2014.0,PJ,10241952000150,AREIA,PI,2211001,TERESINA,300,m3 ,"120,23",2016-11-16 09:27:00
2016,11,803114.0,2011.0,PF,***096549**,AREIA,PI,2205805,LUZILÂNDIA,312,m3 ,"63,64",2016-11-22 10:14:00
2016,11,803319.0,2009.0,PF,***096549**,AREIA,PI,2205805,LUZILÂNDIA,178,m3 ,"35,6",2016-11-22 10:18:00
2016,11,803017.0,2001.0,PJ,04779082000175,ÁGUA MINERAL,PI,2211001,TERESINA,"1118479,154",l  ,"2769,95",2016-11-22 11:45:00
2016,11,803344.0,2006.0,PJ,04211221000160,ARDÓSIA,PI,2202604,CASTELO DO PIAUÍ,"8,652",m2 ,"433,72",2016-11-23 09:47:00
2016,11,803204.0,2013.0,PJ,11615978000184,ARGILA,PI,2211001,TERESINA,165,t  ,"99,27",2016-11-04 11:10:00
2016,11,803151.0,2011.0,PJ,01738626000162,DIABÁSIO,PI,2208007,PICOS,749,m3 ,"1152,19",2016-11-21 11:05:00
2016,11,903221.0,2010.0,PJ,04237157000196,ÁGUA MINERAL,PI,2211001,TERESINA,0,l  ,"2048,47",2013-09-24 16:32:00
2016,11,903002.0,2015.0,PJ,04779082000175,ÁGUA MINERAL,PI,2211001,TERESINA,0,l  ,"4659,91",2015-02-03 17:31:00
2016,11,903177.0,2014.0,PJ,01088427000156,SAIBRO,PI,2211001,TERESINA,0,m3 ,"805,04",2014-08-22 00:00:00
2016,11,903177.0,2014.0,PJ,01088427000156,SAIBRO,PI,2211001,TERESINA,0,m3 ,"749,29",2014-08-22 00:00:00
2016,11,903177.0,2014.0,PJ,01088427000156,SAIBRO,PI,2211001,TERESINA,0,m3 ,"698,93",2014-08-22 00:00:00
2016,11,803048.0,1998.0,PJ,02786494000107,BASALTO,PI,2205581,LAGOA DO PIAUÍ,"3350,5",m3 ,"3415,36",2016-11-16 19:45:00
2016,11,803132.0,2014.0,PJ,02786494000107,DIABÁSIO,PI,2205581,LAGOA DO PIAUÍ,13761,m3 ,"14093,85",2016-11-16 19:42:00
2016,11,803017.0,2001.0,PJ,04779082000175,ÁGUA MINERAL,PI,2211001,TERESINA,"1299123,541",l  ,"3247,84",2016-11-22 11:54:00
2016,11,903182.0,2016.0,PJ,08443066000168,CALCÁRIO DOLOMÍTICO,PI,2205508,JOSÉ DE FREITAS,0,t  ,"972,18",2016-11-04 16:17:00
2016,11,803209.0,2009.0,PJ,08865125000196,ARGILA,PI,2205805,LUZILÂNDIA,"169,22",t  ,"5,33",2016-11-24 12:29:00
2016,11,803209.0,2009.0,PJ,08865125000196,ARGILA,PI,2205805,LUZILÂNDIA,"376,6",t  ,"11,86",2016-11-24 12:33:00
2016,11,803030.0,2016.0,PJ,09100061000103,CASCALHO,PI,2211001,TERESINA,"232,58",m3 ,"199,24",2016-11-28 08:13:00
2016,11,803225.0,2004.0,PJ,09100061000103,SEIXOS,PI,2211001,TERESINA,"4418,92",m3 ,"3785,71",2016-11-28 08:08:00
2016,11,903323.0,2013.0,PJ,09588906000143,DIABÁSIO P/ BRITA,PI,2200608,ANGICAL DO PIAUÍ,0,m3 ,"415,8",2013-09-27 11:16:00
2016,11,903313.0,2013.0,PJ,09588906000143,SAIBRO,PI,2211001,TERESINA,0,m3 ,"415,64",2013-09-27 11:00:00
2016,11,903320.0,2013.0,PJ,09588906000143,SEIXOS,PI,2211001,TERESINA,0,m3 ,"1235,26",2013-09-27 11:12:00
2016,11,903140.0,2013.0,PJ,41267949000130,SAIBRO,PI,2211001,TERESINA,0,m3 ,"1764,34",2013-04-30 08:58:00
2016,11,803594.0,2012.0,PJ,00563947000100,SAIBRO,PI,2211001,TERESINA,560,m3 ,"52,94",2016-11-22 10:25:00
2016,11,803089.0,2000.0,PJ,01493256000140,ARDÓSIA,PI,2205516,JUAZEIRO DO PIAUÍ,"9604,4",m2 ,"603,61",2016-11-04 14:49:00
2016,11,803203.0,2014.0,PF,***036290**,CASCALHO,PI,2203305,DEMERVAL LOBÃO,70,m3 ,"77,49",2016-11-30 12:34:00
2016,11,803203.0,2014.0,PF,***036290**,CASCALHO,PI,2203305,DEMERVAL LOBÃO,75,m3 ,"75,34",2016-11-30 12:42:00
2016,11,903176.0,2014.0,PF,***244564**,AREIA,PI,2211001,TERESINA,0,m3 ,"1491,5",2014-08-22 00:00:00
2016,11,903176.0,2014.0,PF,***244564**,AREIA,PI,2211001,TERESINA,0,m3 ,"1389,88",2014-08-22 00:00:00
2016,11,903176.0,2014.0,PF,***244564**,AREIA,PI,2211001,TERESINA,0,m3 ,"1290,28",2014-08-22 00:00:00
2016,11,803275.0,2010.0,PF,***924831**,AREIA,PI,2203107,CRISTINO CASTRO,96,m3 ,48,2016-11-09 18:35:00
2016,11,803275.0,2010.0,PF,***924831**,CASCALHO,PI,2203107,CRISTINO CASTRO,10,m3 ,"12,8",2016-11-09 18:36:00
2016,11,803213.0,2014.0,PJ,00563947000100,CASCALHO,PI,2211001,TERESINA,380,m3 ,"35,92",2016-11-22 10:21:00
2016,11,803300.0,2007.0,PJ,00841691000156,GRANITO,PI,2204303,FRONTEIRAS,"9,333",m3 ,"716,68",2016-11-30 16:34:00
2016,11,803017.0,1997.0,PJ,01604657000120,ARGILA,PI,2202208,CAMPO MAIOR,"1263,6",t  ,"174,93",2016-11-04 08:09:00
2016,11,803361.0,2012.0,PJ,01967150000131,ARGILA,PI,2203503,ELESBÃO VELOSO,"172,032",t  ,"1168,15",2016-11-09 12:26:00
